文件名,文件格式,聚类标签,清洗后文本特征
D2000.txt,.txt,1,名称 供水 用水 编号 时间
D2001.txt,.txt,2,名称 各级 学校 生师 编号 时间
D2003.txt,.txt,5,名称 全国 居民 收入 五等 分组 人均 支配 收入 编号 时间
D2005.txt,.txt,2,名称 货币 供应 编号 时间
D2007.txt,.txt,4,名称 建筑业 负债 所有者 权益 编号 时间
D2009.txt,.txt,1,名称 入学率 教育经费 编号 时间
D2012.docx,.docx,2,某大学 研究生 学业 奖学金 申请表 打印 表格 纸张 正反面 打印
D2013.txt,.txt,2,名称 农业 生产资料 价格 分类 指数 编号 时间
D2015.txt,.txt,2,名称 利用外资 概况 编号 时间
D2017.txt,.txt,0,名称 服务 进出口 分类 金额 编号 时间
D2019.docx,.docx,2,汇总 材料 编号 总体 进展 阶段 围绕 年度 重点 任务 过程 资料 整理 阶段 成果 归纳 三项 内容 同步 开展 各项 整体 平稳 重点 环节 按计划 落实 基础 台账 阶段 清单 材料 基本 完成 归集 执行 结果 阶段 任务 完成度 总体 部分 事项 形成 经验 做法 任务 分工 细化 阶段 成果 表达 统一 个别 节点 反馈 时效 方面 仍然 存在 进一步 提升 空间 主要 成效 一是 阶段 安排 更趋 稳定 关键 节点 跟踪 机制 有所 加强 推动 任务 执行 可视化 二是 过程 材料 归集 质量 有所提高 部分 环节 已经 形成 模板 做法 便于 横向 比较 后续 复用 三是 沟通 反馈 效率 有所改善 环节 问题 能够 进入 协同 处理 流程 存在 问题 改进 方向 目前 存在 个别 环节 标准 口径 不够 统一 阶段 总结 原始记录 衔接 不够 紧密 问题 一步 建议 继续 围绕 关键 节点 过程 材料 规范化 问题 闭环 反馈 机制 开展 优化 提升 整体 运行 质量
D2022.txt,.txt,2,名称 商品 整体 出口 主要 目的地 编号 时间
D2025.txt,.txt,1,名称 公共广播 电视节目 播出 时间 编号 时间
D2027.txt,.txt,5,名称 农村居民 按东 西部 东北地区 分组 人均 支配 收入 编号 时间
D2028.txt,.txt,2,名称 最终 消费 支出 构成 编号 时间
D2030.xlsx,.xlsx,2,表名 sheet 表头 日期 品种 产地 价格 内容 元蘑 吉林 通化市 东昌区 元蘑 吉林 白山市 抚松县 黄蘑 吉林 白山市 抚松县 榛蘑 吉林 吉林市 舒兰市 榛蘑 吉林 吉林市 蛟河市 榛蘑 吉林 通化市 东昌区 榛蘑 吉林 白山市 抚松县 羊肚 吉林 白山市 抚松县 香菇 吉林长春 九台 香菇 吉林 通化市 通化县 木耳 吉林 吉林市 舒兰市 木耳 吉林 白山市 江源 白玉 木耳 吉林 吉林市 蛟河市 白玉 木耳 吉林 白山市 抚松县 白玉 木耳 吉林 白山市 江源 黑木耳 吉林长春 九台 黑木耳 吉林 吉林市 丰满区 黑木耳 吉林 吉林市 永吉县 黑木耳 吉林 吉林市 蛟河市 黑木耳 吉林 四平市 双辽市 黑木耳 吉林 通化市 辉南县 黑木耳 吉林 白山市 临江市 黑木耳 吉林 白山市 抚松县 黑木耳 吉林 白山市 江源 黑木耳 吉林 白山市 长白朝鲜族自治县 黑木耳 吉林 延边朝鲜族自治州 延吉市 黑木耳 吉林 延边朝鲜族自治州 珲春市 松茸 吉林 通化市 东昌区 松茸 吉林 通化市 通化县 松茸 吉林 白山市 抚松县 猴头菇 吉林 白山市 抚松县 短裙 竹荪 吉林 白山市 抚松县 蘑菇 吉林 通化市 柳河县 蘑菇 吉林 白山市 抚松县 蘑菇 吉林 松原市 长岭县 柿饼 吉林 松原市 乾安县 蜂蜜 吉林 吉林市 船营区 蜂蜜 吉林 白山市 浑江 椴树 吉林 吉林市 丰满区 椴树 吉林 吉林市 舒兰市 椴树 吉林 吉林市 船营区 椴树 吉林 通化市 东昌区 椴树 吉林 通化市 通化县 椴树 吉林 白山市 浑江 椴树 吉林 白山市 抚松县 椴树 吉林 延边朝鲜族自治州 敦化市 蜂蜜 吉林长春 双阳区 蜂蜜 吉林 吉林市 丰满区 蜂蜜 吉林 吉林市 蛟河市 蜂蜜 吉林 白山市 抚松县 槐花 吉林 白山市 抚松县 黑蜂 蜂蜜 吉林 白山市 抚松县 百花 吉林 吉林市 丰满区 百花 吉林 白山市 浑江 百花 吉林 白山市 抚松县 蜂巢 吉林 吉林市 丰满区 蜂巢 吉林 通化市 通化县 蜂巢 吉林 白山市 抚松县 红枣 吉林长春 农安县 红枣 吉林 吉林市 船营区 枸杞 吉林 白山市 抚松县 枸杞 吉林 吉林市 船营区 枸杞 吉林 通化市 通化县 枸杞 吉林 白山市 抚松县 枸杞 吉林 吉林市 船营区 瓜子 吉林 吉林市 船营区 南瓜子 吉林 吉林市 船营区 南瓜子 吉林 通化市 梅河口市 瓜子仁 吉林 吉林市 船营区 松花粉 吉林 通化市 通化县 松花粉 吉林 白山市 抚松县 板栗 吉林 通化市 柳河县 蕨菜 吉林 白山市 临江市 山野菜 吉林 白山市 抚松县 绿茶 吉林 白山市 抚松县 花草 吉林长春 双阳区 花草 吉林 吉林市 船营区 花草 吉林 通化市 辉南县 花草 吉林 白山市 抚松县 茶花 吉林 白山市 抚松县 菊花 吉林 白山市 抚松县 蒲公英 吉林长春 二道区 蒲公英 吉林 通化市 辉南县 蒲公英 吉林 通化市 集安市 蒲公英 吉林 白山市 浑江 蒲公英 吉林 白山市 抚松县 蒲公英 吉林 白山市 靖宇县 玫瑰花 吉林 白山市 抚松县 丁香 吉林 通化市 通化县 丁香 吉林 白山市 抚松县 丁香 吉林 白山市 长白朝鲜族自治县 人参 花茶 吉林长春 双阳区 人参 花茶 吉林 通化市 通化县 人参 花茶 吉林 通化市 集安市 人参 花茶 吉林 白山市 抚松县 米酒 吉林 延边朝鲜族自治州 延吉市 豆角 吉林长春 公主岭市 豌豆荚 吉林长春 公主岭市 生抽 吉林 松原市 乾安县 生抽 吉林 松原市 宁江区
D2031.txt,.txt,2,名称 主要 城市 固体废物 处理 利用 编号 时间
D2032.docx,.docx,2,学生 学业 帮扶 记录 主要 问题 概述 学生 阶段性 学习 任务 存在 进度 安排 均衡 问题 前期 准备 不足 导致 中后期 任务 集中 文字 整理 资料 归纳 方面 已有 基础 时间 任务 拆解 把握 不够 稳定 帮扶 措施 按周 拆分 任务 明确 资料 整理 阶段 汇报 结果 检查 三个 子目标 每周 提交 一次 简要 进展 记录 重点 完成 内容 完成 原因 关键 节点 设置 提醒 避免 阶段性 任务 末期 集中 堆积 阶段 反馈 经过 两轮 跟进 学生 能够 按时 完成 多数 任务 材料 完整性 有所 提升 后续 关注 持续 执行 加强 结果 复盘 问题 归纳 训练
D2033.txt,.txt,1,名称 分行业 增加值 编号 时间
D2034.txt,.txt,2,名称 主要 城市 废气 主要 污染物 排放 编号 时间
D2035.txt,.txt,3,名称 本地 生产总值 编号 时间
D2042.txt,.txt,0,名称 各类 医疗卫生 机构 医疗 服务 床位 利用 编号 时间
D2043.txt,.txt,2,名称 国外 主要 检索 工具 收录 我国 科技 论文 学科 分布 编号 时间
D2049.txt,.txt,2,名称 性别 婚姻状况 人口 编号 时间
